AvenueName,time_band,대형버스,대형트럭,소형버스,소형트럭,승용차,오토바이,cluster_k2,cluster,cluster_name
동막교사거리_오리공원방면,저녁(20-24),1.3117429234921234,0.3747836924263209,0.6132824057885251,2.4226448252055484,93.7290977396419,1.5484484134455891,1,1,일반/무난한 접근로
동막교사거리_오리역방면,심야(00-04),2.555336434864048,0.28553371962873,0.1229698552534397,3.113840390457844,90.01888329665812,3.903436303137825,1,2,배달·대중교통 혼합(오후~야간)
동막교사거리_오리역방면,새벽첫차(04-07),25.571726155383743,0.7551894711427786,2.1364282064671167,4.106097102206052,66.88732797682214,0.5432310879781698,0,3,새벽 첫차 대중교통 극단형
동막교사거리_오리역방면,출근(07-10),9.493599134923956,0.3567317466961669,1.1384022005621002,2.967469951563715,85.32304560585222,0.7207513604018417,1,1,일반/무난한 접근로
동막교사거리_오리역방면,낮(10-17),12.3053488958467,0.5596967288720369,1.3425300893344438,3.506313095044316,79.54304266924552,2.74306852165698,1,2,배달·대중교통 혼합(오후~야간)
동막교사거리_오리역방면,퇴근(17-20),13.85272028858271,0.3261649097643164,1.254734615903308,1.591527571741544,79.58816768020121,3.3866849338069214,1,2,배달·대중교통 혼합(오후~야간)
동막교사거리_오리역방면,저녁(20-24),15.993400232005497,0.2058767217398159,1.4847225507089683,1.2674708022209458,77.38351859985809,3.66501109346668,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_까치마을사거리방면,심야(00-04),1.3147207027178562,0.2278657532868017,0.3392827619917048,10.84986018962456,85.83063177038032,1.4376388219987493,1,0,물류/화물 중심
미금역사거리_까치마을사거리방면,새벽첫차(04-07),6.694427766264453,0.5101586256318879,1.1272297650636245,6.901280238616335,84.54804284247835,0.2188607619453429,1,1,일반/무난한 접근로
미금역사거리_까치마을사거리방면,출근(07-10),4.89137653722683,0.4827855582545021,1.1859875141212477,3.859917225488868,89.26206536477204,0.3178678001365109,1,1,일반/무난한 접근로
미금역사거리_까치마을사거리방면,낮(10-17),4.301539300799775,0.2278761926043643,1.0356553569473426,4.1353862466249165,89.14767645038171,1.1518664526418976,1,1,일반/무난한 접근로
미금역사거리_까치마을사거리방면,퇴근(17-20),5.796488785000249,0.1543664471997888,1.4032617802449203,1.765363000256321,89.83725529953212,1.0432646877666023,1,1,일반/무난한 접근로
미금역사거리_까치마을사거리방면,저녁(20-24),6.27829116168464,0.1521030198098973,1.1311249713177165,1.3854412204398645,89.95198759534686,1.1010520314010166,1,1,일반/무난한 접근로
미금역사거리_미금역방면,심야(00-04),2.111551054193841,0.2293444965229265,0.0529864871277106,4.339883271559701,90.04460355035825,3.221631140237569,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_미금역방면,새벽첫차(04-07),20.219733403246025,0.4237364510024005,1.3315090490508532,5.712085337178531,71.84741555175042,0.4655202077717787,0,3,새벽 첫차 대중교통 극단형
미금역사거리_미금역방면,출근(07-10),9.407011794724268,0.4199071931558079,0.7932358569623895,4.029568110467661,84.88023914647722,0.4700378982126553,1,1,일반/무난한 접근로
미금역사거리_미금역방면,낮(10-17),10.543050868974335,0.5898291521535353,0.7720910357303568,4.599873958199915,81.33294870937505,2.1622062755668194,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_미금역방면,퇴근(17-20),13.814983814677468,0.2203340436913375,1.0678149696755943,1.962190521001644,80.76919753634334,2.1654791146106214,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_미금역방면,저녁(20-24),14.064490437019936,0.0976320345583353,1.0225826818979549,1.216292336514455,80.87848105575833,2.720521454250991,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_정자일로방면,심야(00-04),3.1321206840213485,0.3698943470210217,0.1555386123515957,10.532621718767018,84.1842936499292,1.6255309879098137,1,0,물류/화물 중심
미금역사거리_정자일로방면,새벽첫차(04-07),9.511661600522713,1.0204255560921565,1.013607567966819,9.431266157211445,78.70600267037868,0.3170364478281867,0,0,물류/화물 중심
미금역사거리_정자일로방면,출근(07-10),5.135923316888579,0.3565912520354558,1.1703471309579063,4.10588137459282,88.85760729188952,0.3736496336357168,1,1,일반/무난한 접근로
미금역사거리_정자일로방면,낮(10-17),4.790034414293051,0.3350553812530898,0.5836510509078751,4.872302333804243,87.83829922035868,1.5806575993830705,1,1,일반/무난한 접근로
미금역사거리_정자일로방면,퇴근(17-20),4.895995245496937,0.2078571210874401,0.596446313736247,1.5265459754350674,91.3427661455,1.4303891987443236,1,1,일반/무난한 접근로
